Identification,Date,Zone,ID,Recovery_T,abundance
ophiuroids,135,W,186,,0
ophiuroids,135,C,180,2,0
ophiuroids,135,C,182,2,0
ophiuroids,135,C,187,2,0
ophiuroids,Pre,H,215,,1
ophiuroids,Pre,H,187,3.1,0
ophiuroids,Pre,H,236,,0
ophiuroids,Pre,W,184,2,0
ophiuroids,Pre,W,232,,0
ophiuroids,Pre,W,224,2.5,0
ophiuroids,Pre,C,201,2.3,0
ophiuroids,Pre,C,204,2,0
ophiuroids,Pre,C,199,2,0
kinorhynch,9,H,2,26.7,0
kinorhynch,9,H,3,23.2,0
kinorhynch,9,H,4,24.7,0
kinorhynch,9,W,6,2.2,3
kinorhynch,9,W,7,2.2,0
kinorhynch,9,W,19,6.5,0
kinorhynch,11,H,30,18.5,0
kinorhynch,11,H,34,27,0
kinorhynch,11,H,29,28,0
kinorhynch,11,W,23,9.6,0
kinorhynch,11,W,24,7,0
kinorhynch,11,W,26,9,0
kinorhynch,11,C,27,3.3,0
kinorhynch,11,C,31,3.3,0
kinorhynch,11,C,35,3.7,0
kinorhynch,22,H,96,10,0
kinorhynch,22,H,103,17.9,0
kinorhynch,22,H,129,14.7,0
kinorhynch,22,W,110,5.8,2
kinorhynch,22,W,111,2.9,0
kinorhynch,22,W,109,2.3,5
kinorhynch,22,C,73,2.4,1
kinorhynch,22,C,64,2.1,0
kinorhynch,22,C,113,2,0
kinorhynch,33,H,S139,2.3,0
kinorhynch,33,H,S133,4.2,1
kinorhynch,33,W,138,2.9,0
kinorhynch,33,W,132,,0
kinorhynch,96,W,156,3.1,1
kinorhynch,96,W,158,2.6,0
kinorhynch,96,W,159,,1
kinorhynch,108,H,83,2.6,0
kinorhynch,108,H,164,2.6,0
kinorhynch,108,H,174,2.7,0
kinorhynch,108,C,170,1.9,0
kinorhynch,108,C,171,2.1,0
kinorhynch,108,C,172,1.9,0
kinorhynch,135,W,183,,0
kinorhynch,135,W,184,,0
kinorhynch,135,W,186,,0
kinorhynch,135,C,180,2,0
kinorhynch,135,C,182,2,1
kinorhynch,135,C,187,2,1
kinorhynch,Pre,H,215,,0
kinorhynch,Pre,H,187,3.1,0
kinorhynch,Pre,H,236,,0
kinorhynch,Pre,W,184,2,0
kinorhynch,Pre,W,232,,0
kinorhynch,Pre,W,224,2.5,0
kinorhynch,Pre,C,201,2.3,0
kinorhynch,Pre,C,204,2,0
kinorhynch,Pre,C,199,2,0
Abyssotherma pacifica,9,H,2,26.7,0
Abyssotherma pacifica,9,H,3,23.2,0
Abyssotherma pacifica,9,H,4,24.7,0
Abyssotherma pacifica,9,W,6,2.2,0
Abyssotherma pacifica,9,W,7,2.2,0
Abyssotherma pacifica,9,W,19,6.5,0
Abyssotherma pacifica,11,H,30,18.5,0
Abyssotherma pacifica,11,H,34,27,0
Abyssotherma pacifica,11,H,29,28,0
Abyssotherma pacifica,11,W,23,9.6,0
Abyssotherma pacifica,11,W,24,7,0
Abyssotherma pacifica,11,W,26,9,0
Abyssotherma pacifica,11,C,27,3.3,0
Abyssotherma pacifica,11,C,31,3.3,0
Abyssotherma pacifica,11,C,35,3.7,0
Abyssotherma pacifica,22,H,96,10,0
Abyssotherma pacifica,22,H,103,17.9,0
Abyssotherma pacifica,22,H,129,14.7,0
Abyssotherma pacifica,22,W,110,5.8,1
Abyssotherma pacifica,22,W,111,2.9,0
Abyssotherma pacifica,22,W,109,2.3,1
Abyssotherma pacifica,22,C,73,2.4,6
Abyssotherma pacifica,22,C,64,2.1,81
Abyssotherma pacifica,22,C,113,2,4
Abyssotherma pacifica,33,H,S139,2.3,2
Abyssotherma pacifica,33,H,S133,4.2,0
Abyssotherma pacifica,33,W,138,2.9,95
Abyssotherma pacifica,33,W,132,,172
Abyssotherma pacifica,96,W,156,3.1,207
Abyssotherma pacifica,96,W,158,2.6,346
Abyssotherma pacifica,96,W,159,,714
Abyssotherma pacifica,108,H,83,2.6,19
Abyssotherma pacifica,108,H,164,2.6,7
Abyssotherma pacifica,108,H,174,2.7,23
Abyssotherma pacifica,108,C,170,1.9,30
Abyssotherma pacifica,108,C,171,2.1,20
Abyssotherma pacifica,108,C,172,1.9,40
Abyssotherma pacifica,135,W,183,,94
Abyssotherma pacifica,135,W,184,,161
Abyssotherma pacifica,135,W,186,,38
Abyssotherma pacifica,135,C,180,2,107
Abyssotherma pacifica,135,C,182,2,21
Abyssotherma pacifica,135,C,187,2,24
Abyssotherma pacifica,Pre,H,215,,19
Abyssotherma pacifica,Pre,H,187,3.1,4
Abyssotherma pacifica,Pre,H,236,,7
Abyssotherma pacifica,Pre,W,184,2,56
Abyssotherma pacifica,Pre,W,232,,1
Abyssotherma pacifica,Pre,W,224,2.5,34
Abyssotherma pacifica,Pre,C,201,2.3,1164
Abyssotherma pacifica,Pre,C,204,2,951
Abyssotherma pacifica,Pre,C,199,2,247
Metafolliculina sp.,9,H,2,26.7,0
Metafolliculina sp.,9,H,3,23.2,0
Metafolliculina sp.,9,H,4,24.7,0
Metafolliculina sp.,9,W,6,2.2,0
Metafolliculina sp.,9,W,7,2.2,0
Metafolliculina sp.,9,W,19,6.5,0
Metafolliculina sp.,11,H,30,18.5,0
Metafolliculina sp.,11,H,34,27,0
Metafolliculina sp.,11,H,29,28,0
Metafolliculina sp.,11,W,23,9.6,0
Metafolliculina sp.,11,W,24,7,0
Metafolliculina sp.,11,W,26,9,0
Metafolliculina sp.,11,C,27,3.3,0
Metafolliculina sp.,11,C,31,3.3,0
Metafolliculina sp.,11,C,35,3.7,0
Metafolliculina sp.,22,H,96,10,0
Metafolliculina sp.,22,H,103,17.9,0
Metafolliculina sp.,22,H,129,14.7,0
Metafolliculina sp.,22,W,110,5.8,0
Metafolliculina sp.,22,W,111,2.9,0
Metafolliculina sp.,22,W,109,2.3,8
Metafolliculina sp.,22,C,73,2.4,7
Metafolliculina sp.,22,C,64,2.1,5
Metafolliculina sp.,22,C,113,2,18
Metafolliculina sp.,33,H,S139,2.3,445
Metafolliculina sp.,33,H,S133,4.2,1239
Metafolliculina sp.,33,W,138,2.9,318
Metafolliculina sp.,33,W,132,,568
Metafolliculina sp.,96,W,156,3.1,2094
Metafolliculina sp.,96,W,158,2.6,2777
Metafolliculina sp.,96,W,159,,2750
Metafolliculina sp.,108,H,83,2.6,4
Metafolliculina sp.,108,H,164,2.6,4
Metafolliculina sp.,108,H,174,2.7,9
Metafolliculina sp.,108,C,170,1.9,0
Metafolliculina sp.,108,C,171,2.1,1
Metafolliculina sp.,108,C,172,1.9,5
Metafolliculina sp.,135,W,183,,0
Metafolliculina sp.,135,W,184,,1
Metafolliculina sp.,135,W,186,,7
Metafolliculina sp.,135,C,180,2,0
Metafolliculina sp.,135,C,182,2,4
Metafolliculina sp.,135,C,187,2,6
Metafolliculina sp.,Pre,H,215,,1500
Metafolliculina sp.,Pre,H,187,3.1,940
Metafolliculina sp.,Pre,H,236,,1000
Metafolliculina sp.,Pre,W,184,2,0
Metafolliculina sp.,Pre,W,232,,0
Metafolliculina sp.,Pre,W,224,2.5,20
Metafolliculina sp.,Pre,C,201,2.3,7000
Metafolliculina sp.,Pre,C,204,2,3200
Metafolliculina sp.,Pre,C,199,2,75
other forams,9,H,2,26.7,0
other forams,9,H,3,23.2,0
other forams,9,H,4,24.7,0
other forams,9,W,6,2.2,0
other forams,9,W,7,2.2,0
other forams,9,W,19,6.5,0
other forams,11,H,30,18.5,0
other forams,11,H,34,27,0
other forams,11,H,29,28,0
other forams,11,W,23,9.6,0
other forams,11,W,24,7,0
other forams,11,W,26,9,0
other forams,11,C,27,3.3,0
other forams,11,C,31,3.3,0
other forams,11,C,35,3.7,0
other forams,22,H,96,10,0
other forams,22,H,103,17.9,0
other forams,22,H,129,14.7,0
other forams,22,W,110,5.8,0
other forams,22,W,111,2.9,0
other forams,22,W,109,2.3,0
other forams,22,C,73,2.4,1
other forams,22,C,64,2.1,0
other forams,22,C,113,2,0
other forams,33,H,S139,2.3,0
other forams,33,H,S133,4.2,0
other forams,33,W,138,2.9,0
other forams,33,W,132,,0
other forams,96,W,156,3.1,0
other forams,96,W,158,2.6,0
other forams,96,W,159,,2
other forams,108,H,83,2.6,1
other forams,108,H,164,2.6,0
other forams,108,H,174,2.7,0
other forams,108,C,170,1.9,1
other forams,108,C,171,2.1,4
other forams,108,C,172,1.9,0
other forams,135,W,183,,11
other forams,135,W,184,,16
other forams,135,W,186,,10
other forams,135,C,180,2,5
other forams,135,C,182,2,0
other forams,135,C,187,2,1
other forams,Pre,H,215,,0
other forams,Pre,H,187,3.1,0
other forams,Pre,H,236,,0
other forams,Pre,W,184,2,0
other forams,Pre,W,232,,0
other forams,Pre,W,224,2.5,1
other forams,Pre,C,201,2.3,0
other forams,Pre,C,204,2,5
other forams,Pre,C,199,2,6
mites,9,H,2,26.7,0
mites,9,H,3,23.2,0
mites,9,H,4,24.7,0
mites,9,W,6,2.2,0
mites,9,W,7,2.2,0
mites,9,W,19,6.5,0
mites,11,H,30,18.5,0
mites,11,H,34,27,0
mites,11,H,29,28,0
mites,11,W,23,9.6,0
mites,11,W,24,7,0
mites,11,W,26,9,0
mites,11,C,27,3.3,0
mites,11,C,31,3.3,0
mites,11,C,35,3.7,0
mites,22,H,96,10,0
mites,22,H,103,17.9,0
mites,22,H,129,14.7,0
mites,22,W,110,5.8,0
mites,22,W,111,2.9,0
mites,22,W,109,2.3,0
mites,22,C,73,2.4,0
mites,22,C,64,2.1,1
mites,22,C,113,2,2
mites,33,H,S139,2.3,0
mites,33,H,S133,4.2,0
mites,33,W,138,2.9,0
mites,33,W,132,,0
mites,96,W,156,3.1,11
mites,96,W,158,2.6,11
mites,96,W,159,,10
mites,108,H,83,2.6,2
mites,108,H,164,2.6,0
mites,108,H,174,2.7,2
mites,108,C,170,1.9,0
mites,108,C,171,2.1,1
mites,108,C,172,1.9,0
mites,135,W,183,,1
mites,135,W,184,,3
mites,135,W,186,,1
mites,135,C,180,2,4
mites,135,C,182,2,1
mites,135,C,187,2,1
mites,Pre,H,215,,0
mites,Pre,H,187,3.1,0
mites,Pre,H,236,,0
mites,Pre,W,184,2,0
mites,Pre,W,232,,0
mites,Pre,W,224,2.5,0
mites,Pre,C,201,2.3,0
mites,Pre,C,204,2,0
mites,Pre,C,199,2,0
possible flatworm,9,H,2,26.7,0
possible flatworm,9,H,3,23.2,0
possible flatworm,9,H,4,24.7,0
possible flatworm,9,W,6,2.2,0
possible flatworm,9,W,7,2.2,0
possible flatworm,9,W,19,6.5,0
possible flatworm,11,H,30,18.5,0
possible flatworm,11,H,34,27,0
possible flatworm,11,H,29,28,0
possible flatworm,11,W,23,9.6,0
possible flatworm,11,W,24,7,0
possible flatworm,11,W,26,9,0
possible flatworm,11,C,27,3.3,0
possible flatworm,11,C,31,3.3,0
possible flatworm,11,C,35,3.7,0
possible flatworm,22,H,96,10,0
possible flatworm,22,H,103,17.9,1
possible flatworm,22,H,129,14.7,0
possible flatworm,22,W,110,5.8,0
possible flatworm,22,W,111,2.9,0
possible flatworm,22,W,109,2.3,0
possible flatworm,22,C,73,2.4,0
possible flatworm,22,C,64,2.1,1
possible flatworm,22,C,113,2,0
possible flatworm,33,H,S139,2.3,0
possible flatworm,33,H,S133,4.2,2
possible flatworm,33,W,138,2.9,1
possible flatworm,33,W,132,,0
possible flatworm,96,W,156,3.1,0
possible flatworm,96,W,158,2.6,0
possible flatworm,96,W,159,,0
possible flatworm,108,H,83,2.6,0
possible flatworm,108,H,164,2.6,0
possible flatworm,108,H,174,2.7,0
possible flatworm,108,C,170,1.9,0
possible flatworm,108,C,171,2.1,0
possible flatworm,108,C,172,1.9,0
possible flatworm,135,W,183,,0
possible flatworm,135,W,184,,0
possible flatworm,135,W,186,,0
possible flatworm,135,C,180,2,0
possible flatworm,135,C,182,2,0
possible flatworm,135,C,187,2,0
possible flatworm,Pre,H,215,,0
possible flatworm,Pre,H,187,3.1,0
possible flatworm,Pre,H,236,,0
possible flatworm,Pre,W,184,2,0
possible flatworm,Pre,W,232,,0
possible flatworm,Pre,W,224,2.5,0
possible flatworm,Pre,C,201,2.3,0
possible flatworm,Pre,C,204,2,0
possible flatworm,Pre,C,199,2,0
